Trade Date,Order Type,Security,Quantity,Executed Price
06/08/2023,Buy,MSFT,0.04599,325.2600
06/08/2023,Buy,SCI,3.0,64.6565
06/08/2023,Sell,SPY,1.0,428.725
06/08/2023,Sell,VOO,1.0,393.9206
06/08/2023,Sell,VTSAX,4.0,104.05
06/08/2023,Buy,SCI,1.0,64.6876
06/09/2023,Buy,SCHD,1.0,71.7289
06/09/2023,Buy,SCI,1.0,64.12
06/09/2023,Sell,FNSFX,0.41,12.1
06/09/2023,Buy,FNSFX,70.649,12.09
06/12/2023,Buy,SCI,1.0,64.27
06/12/2023,Buy,WM,1.0,162.17
06/12/2023,Sell,VOO,1.0,396.5136
06/12/2023,Sell,SPY,1.0,431.412
06/12/2023,Buy,BRK-B,1.0,332.705
06/12/2023,Sell,VTSAX,1.0,105.03
06/12/2023,Sell,VTSAX,2.0,105.03
06/12/2023,Buy,BRK-B,1.0,334.51
06/13/2023,Sell,VOO,1.0,401.3
06/13/2023,Sell,SPY,1.0,436.6731
06/13/2023,Buy,WM,1.0,162.558
06/13/2023,Sell,VTSAX,4.0,105.84
06/14/2023,Buy,SCI,3.0,66.03
06/14/2023,Buy,DIA,1.0,341.0097
06/14/2023,Buy,SCHD,1.0,72.485
06/14/2023,Buy,SCI,1.0,66.0288
06/14/2023,Buy,SCHD,1.0,72.3685
06/14/2023,Buy,FNSFX,2.376,12.26
06/15/2023,Sell,VTSAX,8.0,107.14
06/15/2023,Sell,SPY,1.0,441.7801
06/15/2023,Sell,VOO,2.0,405.9116
06/15/2023,Buy,WM,0.15616,164.2000
06/15/2023,Buy,PTLC,4.0,41.0078
06/15/2023,Buy,BRK-B,1.0,339.09
06/15/2023,Buy,TSLA,3.9e-05,251.1
06/15/2023,Buy,META,0.091659,272.75
06/15/2023,Buy,TSLA,0.975668,251.1
06/15/2023,Buy,SH,46.92041,14.28
06/15/2023,Buy,SJB,2.432432,18.5
06/15/2023,Buy,TSLA,0.0206,260.54
06/16/2023,Sell,SH,20.0,14.02
06/16/2023,Sell,SH,0.304456,14.02
06/16/2023,Buy,AAPL,0.163399,185.44
06/16/2023,Buy,RWM,2.0,23.02
06/16/2023,Buy,RWM,0.129046,23.02
06/16/2023,Buy,BSX,0.38465,54.46
06/16/2023,Buy,AMZN,0.237255,125.94
06/16/2023,Buy,MSFT,0.060806,346.51
06/16/2023,Buy,QQQ,0.139123,370.03
06/16/2023,Buy,JPM,0.139132,143.46
06/16/2023,Buy,META,0.129763,281.59
06/16/2023,Buy,V,0.087614,227.48
06/16/2023,Buy,SJB,0.201698,18.48
06/16/2023,Buy,SJB,0.250264,18.48
06/16/2023,Buy,GLD,0.161323,182.0
06/16/2023,Buy,WMT,0.129465,157.03
06/16/2023,Buy,SJB,0.812787,18.46
06/16/2023,Sell,TSLA,0.300578,257.94
06/16/2023,Buy,TMUS,0.189063,131.49
06/16/2023,Buy,SOXL,1,25.32
06/16/2023,Buy,JEPI,4,54.61
06/20/2023,Buy,DIA,1.0,341.33
06/20/2023,Buy,PTLC,15.0,40.655
06/20/2023,Buy,DIA,2.0,339.885
06/20/2023,Buy,SCI,4.0,65.7081
06/20/2023,Buy,SCHD,8.0,72.74
06/21/2023,Buy,PTLC,4.0,40.65
06/21/2023,Buy,PTLC,2.0,40.6577
06/21/2023,Buy,SCHD,1.0,71.8663
06/22/2023,Buy,BRK-B,1.0,336.86
06/22/2023,Buy,SCHD,4.0,71.5294
06/22/2023,Buy,SCI,6.0,65.05
06/23/2023,Buy,VTSAX,0.022,104.6200
06/23/2023,Buy,PTLC,10.0,40.5289
06/23/2023,Buy,WM,4.0,166.035
06/23/2023,Buy,BRK-B,1.0,336.2975
06/23/2023,Buy,DIA,1.0,338.0395
06/23/2023,Buy,SCHD,5.0,70.9942
06/23/2023,Buy,SCI,7.0,64.2584
06/23/2023,Sell,VOO,1.0,399.3
06/23/2023,Sell,VTSAX,3.0,104.62
06/23/2023,Buy,SH,0.530158,14.18
06/23/2023,Buy,SH,1.0,14.18
06/23/2023,Buy,SH,2.0,14.18
06/23/2023,Buy,MCD,0.17074,290.85
06/23/2023,Buy,LEN,0.411058,121.54
06/23/2023,Buy,OSW,0.305143,11.47
06/23/2023,Buy,OSW,3.997037,11.48
06/23/2023,Buy,RYI,0.99868,39.64
06/23/2023,Buy,CFLT,0.999742,33.05
06/23/2023,Buy,CWH,1.742644,28.21
06/23/2023,Buy,RYI,0.240969,39.59
06/23/2023,Buy,THO,0.517622,94.62
06/23/2023,Buy,RDN,1.925364,25.14
06/23/2023,Buy,KKR,0.889998,54.09
06/23/2023,Buy,NATI,0.875447,57.21
06/23/2023,Buy,CFLT,0.488421,33.04
06/23/2023,Buy,CBZ,0.923336,54.39
06/23/2023,Buy,NVDA,0.118247,425.12
06/23/2023,Buy,SH,6.487839,14.18
06/23/2023,Buy,DICE,1.081086,46.56
06/23/2023,Buy,GLD,1.943515,179.7
06/23/2023,Buy,SLV,5.838374,20.66
06/23/2023,Buy,SLV,0.001452,20.66
06/23/2023,Buy,MSFT,0.324024,334.64
06/23/2023,Buy,SH,0.002115,14.18
06/23/2023,Buy,OXY,0.648663,55.92
06/23/2023,Buy,LH,0.651124,233.98
06/23/2023,Buy,VERA,3.0,16.56
06/23/2023,Buy,ACLS,0.310335,166.76
06/23/2023,Buy,CVLG,0.238745,41.76
06/23/2023,Buy,CVLG,0.996076,41.92
06/23/2023,Buy,VRTX,0.147096,345.56
06/23/2023,Buy,LLY,0.110883,456.34
06/23/2023,Buy,RMBS,0.848148,59.4
06/23/2023,Buy,VERA,0.144323,16.56
06/23/2023,Buy,FBCGX,36.316,23.52
06/26/2023,Buy,SCHD,0.71491,71.0700
06/26/2023,Buy,BRK-B,2.0,332.435
06/26/2023,Buy,PTLC,5.0,40.29
06/27/2023,Sell,VOO,1.0,402.325
06/27/2023,Sell,VTSAX,2.845,105.53
06/27/2023,Sell,VOO,1.0,400.855
06/28/2023,Buy,BRK-B,1.0,333.105
06/28/2023,Buy,PTLC,2.0,40.595
06/28/2023,Buy,PTLC,3.0,40.5591
06/28/2023,Buy,WM,2.0,167.42
06/28/2023,Buy,DIA,1.0,338.37
06/28/2023,Buy,SCHD,5.0,71.3883
06/28/2023,Buy,GLD,0.083551,177.26
06/28/2023,Buy,CELU,202.0,0.52
06/29/2023,Sell,VOO,1.0,401.925
06/30/2023,Buy,NVDA,0.00152,423.0200
06/30/2023,Buy,SCI,0.44751,64.5900
06/30/2023,Sell,VOO,3.0,407.7516
07/03/2023,Buy,FTRE,0.651124,33.04
07/05/2023,Buy,VOO,0.01546,407.1500
07/05/2023,Buy,WM,3.0,170.99
07/05/2023,Buy,PTLC,3.0,41.2889
07/05/2023,Buy,SCI,2.0,64.5156
07/05/2023,Buy,BRK-B,1.0,340.2695
07/05/2023,Buy,DIA,1.0,342.8085
07/05/2023,Buy,SCHD,6.0,72.6274
07/05/2023,Buy,SCI,6.0,64.3575
07/05/2023,Sell,RYI,1.0,42.33
07/05/2023,Sell,OSW,4.0,11.79
07/05/2023,Sell,CWH,1.742644,29.72
07/05/2023,Sell,RDN,1.925364,25.05
07/05/2023,Sell,RYI,0.239649,42.33
07/05/2023,Sell,OSW,0.30218,11.8
07/05/2023,Buy,MSFT,0.295403,338.52
07/05/2023,Buy,MCD,0.152594,296.34
07/05/2023,Buy,DHR,0.421059,237.5
07/05/2023,Buy,LLY,0.096904,464.38
07/05/2023,Buy,DVN,1.96302,48.4
07/05/2023,Buy,KKR,0.80957,55.59
07/05/2023,Buy,NVDA,0.117325,426.16
07/05/2023,Sell,LEN,0.411058,125.54
07/05/2023,Sell,THO,0.517622,102.76
07/05/2023,Sell,CFLT,0.488163,34.24
07/05/2023,Sell,CFLT,1.0,34.23
07/05/2023,Sell,VRTX,0.147096,347.33
07/05/2023,Sell,ACLS,0.310335,179.82
07/05/2023,Sell,VERA,0.144323,16.19
07/05/2023,Sell,VERA,3.0,16.1
07/05/2023,Sell,SH,3.528566,13.91
07/05/2023,Sell,SH,0.000718,13.91
07/05/2023,Sell,SH,0.00072,13.88
07/05/2023,Sell,CVLG,1.0,44.01
07/05/2023,Sell,CVLG,0.234821,44.32
07/05/2023,Sell,RMBS,0.848148,63.56
07/05/2023,Sell,CBZ,0.923336,53.27
07/05/2023,Sell,NATI,0.875447,57.21
07/05/2023,Sell,DICE,0.081086,46.44
07/05/2023,Sell,DICE,1.0,46.44
07/06/2023,Buy,BRK-B,1.0,339.69
07/06/2023,Buy,SCI,3.0,63.85
07/06/2023,Sell,VOO,0.01546,401.63
07/06/2023,Buy,PTLC,30.0,40.75
07/06/2023,Buy,DIA,2.0,338.0086
07/06/2023,Buy,SCHD,15.0,71.6694
07/06/2023,Buy,MNST,1.813564,56.78
07/06/2023,Buy,UNP,0.498155,201.92
07/06/2023,Buy,SBUX,0.04303,96.21
07/06/2023,Buy,SBUX,0.999923,96.22
07/07/2023,Buy,WM,2.0,170.83
07/10/2023,Buy,FBCGX,41.923,23.97
07/11/2023,Buy,WM,2.0,169.58
07/11/2023,Buy,CP,1.0,78.16
07/11/2023,Buy,CP,0.340113,78.16
07/11/2023,Buy,HLT,0.811118,154.1
07/11/2023,Buy,QSR,1.999335,75.24
07/11/2023,Buy,QSR,0.132686,75.22
07/11/2023,Buy,GEO,2.998599,7.14
07/11/2023,Buy,NOV,1.0,17.4
07/11/2023,Buy,NOV,0.241736,17.4
07/11/2023,Buy,V,0.11899,238.68
07/11/2023,Buy,GEO,0.463209,7.14
07/11/2023,Buy,CVS,0.295373,70.25
07/11/2023,Buy,COHR,0.085603,51.4
07/11/2023,Buy,CI,0.217277,279.55
07/11/2023,Buy,LILAK,6.949879,8.51
07/11/2023,Buy,REK,1.300685,19.7
07/11/2023,Buy,COHR,1.0,51.4
07/11/2023,Buy,WAL,0.075625,37.95
07/11/2023,Buy,WAL,0.000791,37.92
07/11/2023,Buy,WAL,1.0,37.92
07/11/2023,Buy,CTRA,1.300561,25.84
07/11/2023,Buy,DVN,0.419215,49.86
07/11/2023,Buy,HBAN,1.595987,10.96
07/11/2023,Buy,PACW,0.147551,8.06
07/11/2023,Buy,PACW,1.99933,8.07
07/11/2023,Buy,COF,0.64962,110.68
07/11/2023,Buy,ZM,0.870796,68.25
07/11/2023,Buy,GOOGL,0.191287,116.26
07/11/2023,Buy,SBUX,0.31456,99.34
07/11/2023,Buy,WFC,1.0,42.26
07/11/2023,Buy,META,0.120359,293.2
07/11/2023,Sell,MSFT,0.323668,329.88
07/11/2023,Sell,GLD,0.026539,179.36
07/11/2023,Sell,GLD,2.0,179.34
07/11/2023,Sell,GLD,0.000111,179.34
07/11/2023,Sell,LH,0.651124,212.05
07/11/2023,Sell,SLV,5.839826,21.22
07/11/2023,Sell,SH,0.482684,14.0
07/11/2023,Sell,SH,5.998586,14.01
07/11/2023,Sell,OXY,0.648663,59.16
07/11/2023,Buy,IEMG,0.150176,49.48
07/11/2023,Buy,IEMG,0.000202,49.47
07/11/2023,Buy,SBSW,6.928625,6.42
07/11/2023,Buy,NYCB,0.370483,11.48
07/11/2023,Buy,NYCB,6.998485,11.49
07/11/2023,Buy,IEMG,2.0,49.47
07/11/2023,Buy,BABA,0.166025,91.48
07/11/2023,Buy,MCD,0.184692,294.49
07/11/2023,Buy,WFC,0.087897,42.26
07/11/2023,Buy,SIG,0.998979,72.38
07/11/2023,Buy,IVV,0.219969,442.4
07/11/2023,Buy,JD,1.999805,36.04
07/11/2023,Buy,JD,0.183432,36.04
07/11/2023,Buy,SIG,0.087954,72.31
07/11/2023,Buy,BKI,0.999851,60.57
07/11/2023,Buy,BKI,0.299537,60.56
07/11/2023,Buy,JNJ,0.429995,159.96
07/11/2023,Buy,BABA,0.578037,91.48
07/11/2023,Buy,BABA,0.127993,91.48
07/11/2023,Buy,PG,0.594367,148.78
07/11/2023,Buy,VWO,1.664664,40.8
07/12/2023,Buy,WM,1.0,169.58
07/12/2023,Buy,COST,0.102718,535.44
07/12/2023,Buy,PDD,0.251691,73.91
07/12/2023,Buy,GLD,0.104559,181.72
07/12/2023,Buy,ABT,0.256505,107.21
07/12/2023,Buy,GOOGL,0.273011,119.78
07/12/2023,Buy,SPY,0.14674,447.12
07/12/2023,Buy,PEP,0.334555,184.13
07/12/2023,Buy,LOW,0.874185,233.36
07/12/2023,Buy,GOOG,0.703844,120.06
07/12/2023,Buy,KO,0.97128,59.72
07/12/2023,Buy,WMT,6.4e-05,155.45
07/12/2023,Buy,WMT,0.405879,155.45
07/13/2023,Buy,BRK-B,1.0,344.009
07/13/2023,Buy,WM,1.0,168.618
07/14/2023,Buy,BRK-B,1.0,341.5673
07/14/2023,Buy,PTLC,1.0,41.8476
07/14/2023,Buy,SCHD,5.0,73.35
07/14/2023,Buy,SCI,3.0,66.145
07/17/2023,Buy,DIA,0.06066,345.8500
07/17/2023,Buy,WM,1.0,168.1197
07/17/2023,Buy,SCI,2.0,66.7563
07/17/2023,Buy,SCHD,3.0,73.07
07/17/2023,Buy,SCI,10.0,65.3
07/17/2023,Buy,SH,0.000727,13.74
07/17/2023,Buy,TSLA,0.067119,290.08
07/17/2023,Sell,BKI,1.299388,69.89
07/17/2023,Buy,REAL,6.443289,2.6
07/17/2023,Buy,SH,2.628592,13.74
07/17/2023,Sell,FNSFX,5318.173,12.57
07/17/2023,Buy,FBCGX,2668.64,25.05
07/18/2023,Buy,WM,2.0,166.1105
07/18/2023,Buy,SCI,1.0,65.31
07/19/2023,Buy,BRK-B,1.0,342.99
07/19/2023,Buy,AIG,1.792173,59.52
07/19/2023,Buy,TSLA,0.049846,297.2
07/19/2023,Buy,TSLA,0.276023,297.2
07/19/2023,Buy,ALB,0.278686,235.9
07/19/2023,Buy,ALB,0.169097,235.9
07/19/2023,Sell,SBUX,0.003448,101.37
07/19/2023,Buy,MCD,0.039317,295.04
07/19/2023,Buy,CME,5.2e-05,189.67
07/19/2023,Buy,CME,0.570803,189.67
07/19/2023,Buy,TTD,1.0,87.46
07/19/2023,Sell,SBUX,1.0,101.12
07/19/2023,Buy,TSLA,0.033814,295.73
07/19/2023,Sell,NVDA,0.010899,471.64
07/19/2023,Sell,KKR,1.699568,61.86
07/19/2023,Sell,DHR,0.421059,244.44
07/19/2023,Sell,LLY,0.207787,452.24
07/19/2023,Sell,MNST,1.0,56.7
07/19/2023,Buy,TTD,0.112784,88.66
07/19/2023,Sell,SBUX,0.039505,101.12
07/19/2023,Sell,MNST,0.813564,56.7
07/19/2023,Buy,TTD,0.120905,87.46
07/20/2023,Buy,PTLC,2.0,42.14
07/20/2023,Buy,PTLC,2.0,42.109
07/20/2023,Buy,PTLC,8.0,42.22
07/21/2023,Buy,SCI,2.0,67.2
07/21/2023,Buy,FBCGX,40.733,24.67
07/24/2023,Buy,WM,1.0,171.75
07/24/2023,Buy,SCI,2.0,66.16
07/25/2023,Buy,BRK-B,1.0,347.75
07/26/2023,Buy,PTLC,2.0,42.3166
07/26/2023,Buy,WM,1.0,165.19
07/26/2023,Buy,WM,3.0,165.2
07/27/2023,Buy,SCHD,2.0,75.3175
07/27/2023,Buy,PTLC,8.0,42.2481
07/27/2023,Buy,SCI,1.0,67.02
07/27/2023,Buy,DIA,1.0,353.4
07/27/2023,Buy,WM,2.0,162.5799
07/28/2023,Buy,WM,1.0,163.19
07/31/2023,Buy,SCI,1.0,66.285
07/31/2023,Buy,MU,0.918842,71.02
07/31/2023,Buy,TROW,0.32751,126.22
07/31/2023,Buy,ALB,0.059787,209.24
07/31/2023,Buy,CHX,1.184924,35.56
07/31/2023,Buy,ROKU,0.412224,95.38
07/31/2023,Buy,GTLS,0.243358,176.16
07/31/2023,Buy,TROW,0.491478,126.15
07/31/2023,Buy,GTLS,0.367596,176.82
07/31/2023,Buy,CHX,1.84012,35.33
07/31/2023,Buy,MU,0.00014,71.02
07/31/2023,Sell,AIG,1.792173,60.68
07/31/2023,Sell,TSLA,0.001173,264.27
07/31/2023,Sell,UNP,0.498155,233.45
07/31/2023,Sell,DVN,0.005895,53.88
07/31/2023,Sell,CME,0.03786,199.64
07/31/2023,Sell,TSLA,0.358506,268.28
07/31/2023,Sell,DVN,1.956939,53.64
07/31/2023,Sell,DVN,0.000186,53.64
07/31/2023,Sell,TTD,1.233689,90.03
07/31/2023,Buy,ROKU,0.745277,94.22
08/01/2023,Buy,SCHD,3.0,75.17
08/01/2023,Buy,PTLC,3.0,42.5
08/01/2023,Buy,WM,1.0,162.97
08/01/2023,Buy,MU,0.57962,70.8
08/02/2023,Buy,SCI,1.0,63.9787
08/03/2023,Buy,WMT,0.183433,159.24
08/03/2023,Buy,COHR,7.656468,45.76
08/03/2023,Buy,WFC,6.999453,44.61
08/03/2023,Buy,WFC,0.700482,44.6
08/03/2023,Buy,ZM,6.146969,69.71
08/03/2023,Buy,WAL,7.68988,49.76
08/03/2023,Buy,LILAK,48.981208,8.08
08/03/2023,Buy,LILAK,0.248297,8.08
08/03/2023,Buy,GEO,0.703678,7.2
08/03/2023,Buy,CI,1.526668,287.79
08/03/2023,Buy,SPY,0.429761,448.5
08/03/2023,Buy,WMT,1.0,159.24
08/03/2023,Buy,PACW,15.359795,9.02
08/03/2023,Buy,PEP,0.980428,187.78
08/03/2023,Buy,SBUX,0.902608,102.37
08/03/2023,Buy,CVS,0.878256,75.04
08/03/2023,Buy,GLD,0.309972,179.44
08/03/2023,Buy,HBAN,11.380919,11.98
08/03/2023,Buy,KO,2.839828,61.72
08/03/2023,Buy,REAL,0.875751,2.5
08/03/2023,Buy,REAL,40.92,2.5
08/03/2023,Buy,COST,0.300002,554.1
08/03/2023,Buy,META,0.159951,312.6
08/03/2023,Buy,GLD,0.005566,179.66
08/03/2023,Buy,GEO,24.0,7.2
08/03/2023,Buy,PDD,0.747811,88.52
08/03/2023,Buy,DVN,2.966191,50.14
08/03/2023,Buy,ABT,0.761302,107.61
08/03/2023,Buy,V,0.345782,235.9
08/03/2023,Buy,IEMG,6.202514,50.52
08/03/2023,Buy,JNJ,0.248913,170.22
08/03/2023,Buy,IVV,0.637057,450.41
08/03/2023,Buy,JNJ,1.0,170.22
08/03/2023,Buy,COF,4.624738,112.5
08/03/2023,Buy,NYCB,0.278157,13.36
08/03/2023,Buy,NYCB,0.241498,13.36
08/03/2023,Buy,NYCB,51.990656,13.36
08/03/2023,Buy,VWO,4.791416,41.71
08/03/2023,Buy,BABA,0.135282,97.04
08/03/2023,Buy,BABA,6.0,97.04
08/03/2023,Buy,SIG,7.614174,79.23
08/03/2023,Buy,PG,1.712685,157.38
08/03/2023,Buy,NOV,7.996564,20.02
08/03/2023,Buy,BABA,0.005667,97.04
08/03/2023,Buy,GOOGL,0.804713,127.71
08/03/2023,Buy,REK,9.0,20.1
08/03/2023,Buy,REK,0.084846,20.1
08/03/2023,Buy,NOV,0.876342,20.02
08/03/2023,Buy,CTRA,0.245442,27.16
08/03/2023,Buy,MCD,0.535186,289.23
08/03/2023,Buy,SBSW,48.833456,6.76
08/03/2023,Buy,JD,14.989413,39.25
08/03/2023,Buy,JD,0.367159,39.22
08/03/2023,Buy,CTRA,9.0,27.16
08/04/2023,Buy,FBCGX,40.966,24.53
08/08/2023,Sell,ANET,45,180.52
08/10/2023,Sell,COST,1.0,562.2674
08/10/2023,Sell,COST,6.0,562.15
08/10/2023,Buy,VT,1.0,97.795
08/10/2023,Buy,LOW,0.004312,222.62
08/11/2023,Buy,BOXX,20.0,102.935
08/11/2023,Buy,PTLC,6.0,41.395
08/11/2023,Buy,VT,5.0,97.1794
08/14/2023,Buy,DIA,0.02663,353.2100
08/14/2023,Sell,NVDA,1.0,434.7011
08/14/2023,Sell,AAPL,1.0,179.185
08/14/2023,Sell,NVDA,8.0,430.8434
08/14/2023,Sell,AAPL,2.0,179.14
08/14/2023,Sell,MSFT,1.0,322.381
08/14/2023,Buy,BOXX,10.0,102.96
08/14/2023,Buy,VT,1.0,97.3495
08/14/2023,Sell,SIG,1.290801,77.76
08/14/2023,Sell,PACW,17.506676,8.4
08/14/2023,Sell,SIG,0.002443,77.76
08/14/2023,Sell,NOV,10.114642,20.66
08/14/2023,Sell,LILAK,0.179384,9.14
08/14/2023,Sell,LILAK,56.0,9.13
08/14/2023,Sell,COHR,0.742071,46.56
08/14/2023,Sell,COHR,8.0,46.55
08/14/2023,Buy,PSQ,0.029149,10.64
08/14/2023,Buy,SH,298.938601,13.92
08/14/2023,Sell,WAL,8.766296,51.19
08/14/2023,Sell,HBAN,12.976906,11.75
08/14/2023,Sell,ZM,0.017765,67.34
08/14/2023,Sell,ZM,7.0,67.34
08/14/2023,Buy,PSQ,0.085325,10.66
08/14/2023,Buy,PSQ,139.993436,10.67
08/14/2023,Buy,EXPE,0.469383,110.8
08/14/2023,Buy,CHTR,0.117266,426.38
08/14/2023,Sell,SIG,1.0,77.76
08/14/2023,Buy,PSQ,93.966424,10.64
08/14/2023,Sell,SIG,5.0,77.76
08/14/2023,Sell,CI,0.614806,290.73
08/14/2023,Sell,REK,10.385531,20.16
08/14/2023,Sell,BABA,0.013004,93.79
08/14/2023,Sell,BABA,7.0,93.79
08/14/2023,Sell,NYCB,59.879279,12.62
08/14/2023,Sell,SBSW,55.762081,6.4
08/14/2023,Sell,COF,0.274358,108.96
08/14/2023,Sell,SIG,1.0,77.76
08/14/2023,Sell,CTRA,0.546003,27.92
08/14/2023,Sell,CTRA,10.0,27.91
08/14/2023,Sell,WFC,8.787832,43.82
08/14/2023,Sell,COF,5.0,108.94
08/14/2023,Sell,JD,0.539809,36.68
08/14/2023,Sell,GEO,28.165486,7.42
08/14/2023,Buy,PSQ,0.037071,10.66
08/14/2023,Sell,REAL,48.0,2.47
08/14/2023,Sell,REAL,0.23904,2.48
08/14/2023,Buy,PSQ,90.959492,10.66
08/14/2023,Sell,DVN,0.385406,50.02
08/14/2023,Sell,CI,1.0,290.61
08/14/2023,Sell,JD,17.0,36.67
08/14/2023,Sell,DVN,3.0,50.02
08/14/2023,Buy,HHH,1.4016,74.17
08/15/2023,Sell,NVDA,1.0,443.48
08/15/2023,Sell,NVDA,0.00152,443.725
08/15/2023,Buy,BOXX,5.0,102.975
08/15/2023,Buy,BOXX,4.0,102.9795
08/15/2023,Buy,VT,1.0,96.295
08/15/2023,Buy,VT,2.0,96.6168
08/15/2023,Sell,SJB,3.697181,18.34
08/15/2023,Sell,SH,0.00431,13.92
08/15/2023,Sell,SH,13.964811,13.92
08/15/2023,Sell,TSLA,8.3e-05,239.82
08/15/2023,Sell,TSLA,0.437931,239.82
08/15/2023,Sell,GLD,0.161323,176.56
08/15/2023,Sell,V,0.08722,242.38
08/15/2023,Sell,WMT,0.128919,160.56
08/15/2023,Buy,MSFT,0.069508,323.7
08/15/2023,Sell,RWM,0.129046,22.75
08/15/2023,Buy,VTLE,4.0,54.75
08/15/2023,Buy,SIG,2.704308,77.61
08/15/2023,Buy,WBD,13.646351,13.38
08/15/2023,Buy,GEO,0.040187,7.46
08/15/2023,Buy,GEO,21.986746,7.47
08/15/2023,Buy,GNRC,0.017166,110.68
08/15/2023,Buy,GNRC,1.999096,110.73
08/15/2023,Buy,REAL,0.173277,2.4
08/15/2023,Buy,REAL,55.0,2.4
08/15/2023,Buy,JPM,0.230753,151.07
08/15/2023,Buy,ADBE,0.106039,518.11
08/15/2023,Buy,NVDA,0.106764,441.44
08/15/2023,Buy,GOOG,0.161407,130.72
08/15/2023,Buy,MGM,5.535777,45.28
08/15/2023,Sell,TROW,0.818988,110.79
08/15/2023,Sell,ROKU,0.157501,82.96
08/15/2023,Sell,AAPL,0.163399,179.32
08/15/2023,Buy,PSN,0.999469,55.64
08/15/2023,Buy,PSN,0.74393,55.61
08/15/2023,Buy,TREX,1.336362,74.83
08/15/2023,Buy,WM,0.198517,159.57
08/15/2023,Buy,WM,0.428167,159.57
08/15/2023,Buy,VTLE,0.595251,54.75
08/15/2023,Buy,XOM,0.921525,108.52
08/15/2023,Sell,MU,1.498602,65.92
08/15/2023,Sell,CHX,0.14816,36.09
08/15/2023,Sell,GTLS,0.610954,164.08
08/15/2023,Sell,ALB,0.50757,183.76
08/15/2023,Sell,CME,0.029885,204.78
08/15/2023,Sell,ROKU,1.0,82.96
08/15/2023,Buy,ABT,0.948856,105.39
08/15/2023,Buy,CI,0.881375,290.28
08/15/2023,Buy,SHW,0.164869,276.22
08/15/2023,Buy,EXPE,0.574838,109.77
08/15/2023,Sell,PSQ,120.754749,10.64
08/15/2023,Sell,SH,111.684021,13.92
08/15/2023,Buy,EXPE,0.653769,110.36
08/15/2023,Sell,PDD,0.999502,79.87
08/15/2023,Sell,WMT,0.135525,159.97
08/15/2023,Sell,GLD,0.414531,176.48
08/15/2023,Buy,CHTR,0.129965,427.34
08/15/2023,Buy,IVV,0.110385,448.43
08/15/2023,Sell,VWO,0.006055,40.34
08/15/2023,Sell,META,0.28031,304.18
08/15/2023,Sell,CVS,1.0,73.92
08/15/2023,Sell,CVS,0.173629,73.92
08/15/2023,Buy,EXPE,2.0,109.77
08/15/2023,Sell,RWM,2.0,22.75
08/15/2023,Sell,VWO,2.0,40.34
08/15/2023,Sell,LOW,0.18545,224.7
08/15/2023,Buy,MCD,0.051942,288.78
08/15/2023,Buy,TMUS,0.318898,139.14
08/15/2023,Buy,MSFT,0.162132,324.18
08/15/2023,Buy,LILAK,15.992853,9.18
08/15/2023,Buy,ISRG,0.182471,308.76
08/15/2023,Buy,MCD,0.17584,287.59
08/15/2023,Buy,SBUX,0.32372,100.21
08/15/2023,Buy,KO,0.846325,60.62
08/15/2023,Buy,PG,0.309678,155.13
08/15/2023,Buy,LILAK,0.377111,9.18
08/15/2023,Buy,IVV,0.173692,448.09
08/15/2023,Buy,CI,0.156809,288.95
08/15/2023,Buy,AMZN,0.179985,139.9
08/15/2023,Buy,AMZN,0.052514,139.88
08/15/2023,Buy,CHTR,0.674982,427.69
08/15/2023,Buy,BSX,0.97654,51.36
08/15/2023,Buy,IEMG,1.810558,48.78
08/15/2023,Buy,ANET,54,179.65
08/16/2023,Buy,VT,2.0,95.9466
08/16/2023,Buy,PG,0.003619,154.7
08/16/2023,Buy,ABT,0.001236,105.17
08/16/2023,Sell,NVDA,0.009258,443.91
08/16/2023,Buy,CVS,3.66829,73.43
08/16/2023,Sell,MCD,0.020135,288.54
08/16/2023,Sell,ANET,54,181.62
08/16/2023,Sell,ANET,93,181.59
08/16/2023,Buy,FXAIX,1.299,153.09
08/17/2023,Buy,AAPL,0.08915,174.0000
08/17/2023,Buy,VT,1.0,95.525
08/17/2023,Buy,GLD,0.402007,175.32
08/18/2023,Buy,BOXX,5.0,103.05
08/18/2023,Sell,AAPL,1.0,174.71
08/18/2023,Buy,BOXX,2.0,103.0688
08/18/2023,Buy,VT,1.0,94.945
08/18/2023,Buy,MSFT,0.031781,314.65
08/18/2023,Buy,MCD,0.035362,283.36
08/18/2023,Buy,ABT,0.095946,104.22
08/18/2023,Buy,PSN,0.235166,55.28
08/18/2023,Buy,CHX,0.292662,35.15
08/18/2023,Sell,TREX,1.0,67.67
08/18/2023,Buy,XOM,0.091612,109.16
08/18/2023,Buy,CME,0.048824,204.82
08/18/2023,Sell,TREX,0.336362,67.67
08/18/2023,Buy,GLD,0.058121,175.83
08/18/2023,Buy,WM,0.062776,159.3
08/18/2023,Buy,FBCGX,42.401,23.7
08/21/2023,Sell,NVDA,1.0,461.0271
08/21/2023,Buy,BRK-B,1.0,351.1527
08/21/2023,Buy,SCHD,10.0,73.3564
08/21/2023,Buy,BRK-B,1.0,353.7
08/21/2023,Buy,VT,2.0,95.165
08/21/2023,Buy,NVDA,0.022191,442.52
08/21/2023,Buy,ANET,42,184.67
08/22/2023,Buy,BRK-B,1.0,350.555
08/22/2023,Buy,SCHD,5.0,73.1133
