date,value_usd,value_cny,value_jpy,value_krw
2020-09-21,4916.2693480682,33273.3109477258,513932.0635878174,5722488.309295255
2020-09-22,4932.3355727463,33558.1315362938,516366.2209754789,5740498.6379647
2020-09-23,4852.0044493561,32888.8269595152,509625.4207776531,5640455.172376442
2020-09-24,4852.0044493561,33036.8130952206,510935.481386997,5675535.067505198
2020-09-25,4892.1702025757,33402.270492126,515805.9555242268,5716500.8817096865
2020-09-28,4956.4351012878,33816.7654090667,523270.6645140573,5816078.912825534
2020-09-29,4944.3855285416,33675.2209577909,521301.3944863373,5767180.892455274
2020-09-30,4972.5013259659,33889.5855369879,525414.3850793602,5807185.323954995
2020-10-01,5692.924262784,38653.2478670246,600324.5336631391,6625311.563637573
2020-10-02,5656.3432576704,38403.1769136274,596987.430787964,6572557.6254209895
2020-10-05,5752.3685051136,39057.4316760203,606932.4124792732,6703580.074833659
2020-10-06,5711.2147653408,38778.006013711,603715.3849110954,6602678.08388155
2020-10-07,5784.376775568,39274.7614307517,611061.5567866277,6732378.372081501
2020-10-08,5830.10325,39584.652036525,617786.867565837,6742514.408625
2020-10-09,5866.6842551136,39830.0927448173,621974.1196252655,6748798.81171222
2020-10-12,5916.9830281248,39606.509295359,625022.774894812,6761040.799094407
2020-10-13,5889.5474923296,39721.4641072677,620399.0256258651,6751777.386555791
2020-10-14,5871.2569897728,39604.5640245124,619241.4805825939,6739557.27405915
2020-10-15,5839.2487193184,39202.3802020159,613932.7711004162,6693589.543957538
2020-10-16,6565.2348804188,44143.9828124478,691713.1535661573,7511482.216559712
2020-10-19,6513.9036846066,43621.0074143362,686741.3367848224,7433536.958550106
2020-10-20,6554.9689349747,43791.7809638853,691352.5801267475,7452999.679066202
2020-10-21,6534.4360650253,43618.6676212571,689232.6932273685,7423119.369868774
2020-10-22,6549.8357174873,43556.4075212908,685610.6232132115,7414610.717212426
2020-10-23,6575.5013153934,43947.3630414321,689908.1603613934,7457604.974665512
2020-10-26,6467.7061958122,43241.1433133418,677058.881228505,7294020.404066257
2020-10-27,6452.3065433502,43303.3649043863,676408.2060047969,7301688.273501442
2020-10-28,6277.7810650253,42088.7553723558,656310.6088875111,7082780.805437908
2020-10-29,7031.5953396893,47307.8702858953,733500.8819228754,7975095.182074907
2020-10-30,6957.3379743195,46711.5671595808,727417.5215243346,7858452.527900074
2020-11-02,7043.0192564201,47111.4601081199,736558.9679224563,7998122.9921379825
2020-11-03,7157.2611474705,47879.9298982332,749544.1593543232,8103021.742856141
2020-11-04,7294.3519614792,48701.4703060119,762595.3055760992,8245024.531667283
2020-11-05,7442.8661474705,49509.9456129736,777318.0844809861,8408503.527014634
2020-11-06,7442.8661474705,49161.619477272,771103.2391477852,8355584.86034911
2020-11-09,7539.9718910503,49842.2301885992,778524.7025866769,8453439.666610412
2020-11-10,7539.9718910503,49975.6876910708,792730.0322493314,8434890.709940763
2020-11-11,7591.3808782101,50215.466233184,799068.7664231536,8472588.036531935
2020-11-12,7528.5479743195,49920.2959081175,793621.8922414337,8367604.277158512
2020-11-13,8332.6976953125,55084.1313846328,875683.1674695997,9290208.270792581
2020-11-16,8438.8865429688,55742.2211709258,883348.9130884565,9348261.041227927
2020-11-17,8426.3934570313,55477.6892424023,880903.5983915039,9320349.252390318
2020-11-18,8388.915390625,54990.1792770859,873965.594310703,9269331.649814239
2020-11-19,8420.1469140625,55231.953682793,874802.7182291686,9311840.674345246
2020-11-20,8420.1469140625,55424.775047125,874221.7280920983,9381222.609135797
2020-11-23,8476.364609375,55621.0569302578,879990.753127849,9441228.819900112
